WKT,id,time
"POLYGON ((357714.406948293 5632313.45456337,357714.402665123 5632318.1947681,357716.163230343 5632319.94919339,357723.937741514 5632327.71463812,357727.930599702 5632331.72243708,357733.372061857 5632337.15939028,357745.72589898 5632349.50636484,357748.609930376 5632352.39841623,357762.579431963 5632366.3591743,357763.854753393 5632367.637293,357767.854289583 5632371.63381055,357767.854614531 5632488.43353542,357774.54239466 5632495.12718149,357774.839330611 5632495.41949264,357776.47675867 5632497.05490463,357789.112683907 5632509.68355385,357791.539883951 5632512.10965184,357792.438639876 5632513.01975165,357792.439501617 5632604.58351058,357797.366361928 5632609.51161563,357801.416512865 5632613.56240249,357809.016918809 5632621.16580671,357810.284824676 5632622.43300971,357812.661456202 5632624.81598938,357817.664931432 5632624.81277389,357818.59099108 5632623.88618237,357819.372814954 5632623.09705624,357820.223539984 5632622.25041251,357820.655640772 5632621.8157796,357824.67561502 5632617.80036087,357838.579853738 5632617.79873604,357838.576058489 5632614.04905417,357837.887622121 5632613.35573975,357837.06174129 5632612.53265749,357837.066033802 5632599.5362508,357891.717799942 5632599.53422422,357891.717820583 5632596.69685022,357900.608361275 5632587.80837985,357902.933975105 5632585.48609151,357912.86731823 5632575.5566109,357913.224093216 5632575.20193201,358001.519833295 5632575.19478589,358027.780294117 5632548.93068067,358070.402815424 5632506.30883857,358169.439746963 5632407.28239011,358196.085991023 5632380.63038625,358212.064313741 5632364.65063958,358268.466105455 5632308.24717256,358364.395057811 5632212.31372393,358367.496278445 5632209.21392043,358384.312771655 5632192.39967658,358384.314737162 5632178.74691814,358383.010453711 5632177.43606035,358380.460343993 5632174.89064299,358369.926235791 5632164.36200608,358368.064228844 5632162.4988601,358367.77435272 5632162.20632382,358367.499167086 5632161.93564149,358356.761760184 5632151.19002456,358348.770354935 5632143.19590837,358338.156532249 5632132.59161216,358333.449675226 5632137.29291098,358330.30064299 5632140.44966955,358327.549190535 5632143.19503709,358326.182007895 5632143.1988797,358324.74025781 5632141.7582554,358316.988158791 5632134.01358851,358316.989400979 5632078.92425389,358324.653319766 5632071.26056453,358318.748491274 5632065.35717122,358311.2858597 5632057.89392648,358297.295394323 5632043.91005147,358281.616340584 5632028.22527352,358264.305537089 5632045.53175561,358259.591919391 5632050.24443091,358244.476791629 5632065.35481284,358242.418791439 5632065.35524159,358239.499079647 5632062.44164183,358236.760280289 5632059.70114556,358231.152268121 5632054.09018702,358226.609219742 5632049.54065658,358220.632006859 5632043.57257916,358220.052225036 5632042.98752259,358218.900309678 5632041.83945506,358218.898815578 5631964.69662023,358191.566164218 5631964.69588015,358189.946762862 5631966.30890504,358146.509276801 5631966.31335066,358146.138659266 5631966.67951485,358138.056121897 5631974.75545125,358138.061517977 5632007.01224169,358128.758299165 5632007.02107636,358128.490135784 5632006.75021434,358125.439614992 5632003.69559073,358122.903683821 5632001.16103101,358122.903683821 5632001.16103101,358117.317220045 5631995.5718535,358117.317220045 5631995.5718535,358111.72370159 5631989.98287385,358109.194800132 5631987.44812859,358108.984796726 5631987.2424432,358093.077217991 5631987.24226619,358092.267687087 5631988.05435358,358072.658940715 5632007.66067116,358070.74463129 5632009.57107887,358047.301027404 5632033.02074313,358042.903060859 5632037.41345799,358038.491622887 5632041.82879829,358017.960485924 5632041.82147141,358017.721399485 5632041.58320234,358017.721883297 5632018.09423742,358018.270748005 5632017.54516922,358018.269872879 5632008.98858331,358016.958411023 5632007.67800731,358016.936675756 5632007.65634649,358003.133532125 5631993.85726743,357919.253900357 5631993.85463347,357919.255664521 5632001.92161684,357913.183945809 5632007.99580433,357911.715636916 5632009.46014455,357894.751064817 5632009.46718324,357891.005265495 5632013.21911274,357875.449877735 5632013.20998561,357874.60952559 5632012.37616254,357873.573550313 5632011.34739749,357800.202580809 5632011.3378615,357786.597914367 5632024.93959227,357779.984271612 5632031.55172057,357752.247215644 5632059.29273005,357751.039904232 5632060.5051907,357750.093228188 5632061.4546068,357750.089765936 5632073.96140203,357750.807059428 5632074.676173,357751.959379783 5632075.83525736,357772.476041403 5632075.83079902,357773.148301714 5632075.15593431,357773.148301714 5632075.15593431,357773.546145336 5632074.75561698,357780.22754223 5632074.75103663,357779.075051084 5632075.90635764,357777.929299325 5632077.05036777,357777.908778831 5632077.07318253,357776.770070345 5632078.21700045,357774.458048928 5632080.52783681,357773.339862428 5632081.64884073,357773.270954421 5632081.70635891,357772.598695002 5632082.38122363,357772.59984704 5632094.5429551,357774.143405919 5632096.09192094,357775.22285804 5632097.16398604,357775.221133738 5632102.51609901,357771.893849579 5632105.84498546,357769.135919421 5632108.60196413,357766.810304743 5632108.60989622,357764.148241377 5632111.26411474,357758.460520211 5632111.2638093,357758.459830413 5632158.16395754,357754.089772115 5632162.5339161,357742.770042901 5632173.84793419,357741.535199525 5632175.08340521,357732.692244643 5632183.92631191,357731.457406108 5632185.16178542,357724.260931737 5632192.35740911,357721.702141741 5632194.91981317,357720.755496997 5632195.86923532,357716.241256756 5632200.37669474,357712.852212494 5632203.76294759,357711.411578714 5632205.20433912,357709.730840324 5632206.88596308,357708.427411309 5632208.19008002,357704.743756123 5632211.88482307,357704.002617744 5632212.61721637,357699.584874365 5632217.04416405,357698.706534959 5632217.91383386,357698.707917985 5632242.70467634,357698.773429276 5632242.78077351,357701.229566728 5632245.22829838,357707.833585516 5632245.23685837,357709.731632474 5632247.12104646,357710.927398394 5632248.3234406,357714.506738256 5632251.89746124,357715.347385411 5632252.74237716,357716.238546059 5632253.6304198,357716.238632375 5632311.62416092,357714.406948293 5632313.45456337))",0,300
